0.5576 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
235.2938 	EXP 	txtProbe: text = 6
235.7776 	EXP 	txtList: autoDraw = True
237.2789 	EXP 	txtList: autoDraw = False
239.2807 	EXP 	txtProbe: autoDraw = True
239.9379 	DATA 	Keypress: left
239.9479 	EXP 	txtList: autoDraw = False
239.9479 	EXP 	txtProbe: autoDraw = False
240.0347 	EXP 	New trial (rep=5, index=7): {'length': 5, 'present': 1}
240.0572 	EXP 	txtList: text = <class 'numpy.ndarray'>
240.0572 	EXP 	txtProbe: text = 9
240.5484 	EXP 	txtList: autoDraw = True
242.0496 	EXP 	txtList: autoDraw = False
244.0514 	EXP 	txtProbe: autoDraw = True
244.7741 	DATA 	Keypress: left
244.7848 	EXP 	txtList: autoDraw = False
244.7848 	EXP 	txtProbe: autoDraw = False
244.8725 	EXP 	New trial (rep=6, index=0): {'length': 1, 'present': 0}
244.8914 	EXP 	txtList: text = array([1])
244.8914 	EXP 	txtProbe: text = 2
245.3854 	EXP 	txtList: autoDraw = True
246.8867 	EXP 	txtList: autoDraw = False
248.8885 	EXP 	txtProbe: autoDraw = True
249.3350 	DATA 	Keypress: right
249.3395 	EXP 	txtList: autoDraw = False
249.3395 	EXP 	txtProbe: autoDraw = False
249.4273 	EXP 	New trial (rep=6, index=1): {'length': 5, 'present': 0}
249.4400 	EXP 	txtList: text = <class 'numpy.ndarray'>
249.4400 	EXP 	txtProbe: text = 5
249.9395 	EXP 	txtList: autoDraw = True
251.4403 	EXP 	txtList: autoDraw = False
253.4422 	EXP 	txtProbe: autoDraw = True
254.1990 	DATA 	Keypress: right
254.2094 	EXP 	txtList: autoDraw = False
254.2094 	EXP 	txtProbe: autoDraw = False
254.2947 	EXP 	New trial (rep=6, index=2): {'length': 3, 'present': 0}
254.3098 	EXP 	txtList: text = <class 'numpy.ndarray'>
254.3098 	EXP 	txtProbe: text = 8
254.7934 	EXP 	txtList: autoDraw = True
256.2945 	EXP 	txtList: autoDraw = False
258.2964 	EXP 	txtProbe: autoDraw = True
258.9181 	DATA 	Keypress: right
258.9467 	EXP 	txtList: autoDraw = False
258.9467 	EXP 	txtProbe: autoDraw = False
259.0342 	EXP 	New trial (rep=6, index=3): {'length': 7, 'present': 1}
259.0584 	EXP 	txtList: text = <class 'numpy.ndarray'>
259.0584 	EXP 	txtProbe: text = 8
259.5475 	EXP 	txtList: autoDraw = True
261.0487 	EXP 	txtList: autoDraw = False
